

9291697848;2009-09-15;MALKIEWICZBAR;MALKIEWICZ BAR OLSZYNA 0lszyna 1            
|Lp.|EAN           |NAZWA                                     |ILOSC  |JM    |G|
|  1|5900956100838 |MAX Malina 5 l                            |  10.00|sztuka| |
